RegionName,RegionType,StateName,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Brenham, TX",Msa,TX,156129.0833,155168.6667,156757.75,163560.0833,174736.8333,186985.75,200333.4167,213695.75,225900.5833,237609.9167
"Emporia, KS",Msa,KS,92728.55556,89671.16667,90025,90200.08333,91942.08333,94999.91667,97899.33333,100952.6667,104449.6667,107247.5
"Jackson, OH",Msa,OH,58622.16667,57167.75,56896.75,56149.75,59412.25,61817.33333,65862.41667,70208.66667,75337.83333,80114.08333
"Frankfort, IN",Msa,IN,92905.91667,91174.83333,90199.16667,89363.08333,90131.33333,92587.25,94399,98309.83333,103652.6667,110795.6667
"Brevard, NC",Msa,NC,208127,195432.25,189361.5833,190448,194917.25,203362.5833,210024.9167,221662.1667,236435.4167,248563.25
"Taos, NM",Msa,NM,#DIV/0!,#DIV/0!,166884.6667,170090.6667,176562.9167,199558.1667,220903.6667,228415.8333,246727.6667,271821.25
"Malvern, AR",Msa,AR,82494.41667,82806.5,84184.08333,84428.16667,83934.33333,85392.58333,87764.58333,91181.41667,94108.66667,98072.16667
"Troy, AL",Msa,AL,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,110651.8,114913.6667,118309.9167
"Wabash, IN",Msa,IN,88438.66667,87074.25,86757.75,87485.58333,89026,92090.5,94615.58333,98421.25,105467.9167,112102.4167
"Cambridge, MD",Msa,MD,149600.75,144038.75,142466.9167,143998.75,145722.4167,146043.3333,145673.0833,145706.4167,147012.8333,151316.9167
"Macomb, IL",Msa,IL,61258.66667,59328.16667,59327.66667,60535.5,63552,66841.41667,69644.41667,72239.75,74642.75,77038.75
"Vernal, UT",Msa,UT,158341.5833,152706.5,154329.25,166432.1667,177301.4167,187377.75,199471.5,213503.9167,225852.0833,232321.1667
"Kingsville, TX",Msa,TX,74668.5,73403.91667,74152.33333,76798.16667,82045.83333,87928.5,93377.58333,98910,103166.5833,105967.5833
"Madison, IN",Msa,IN,#DIV/0!,#DIV/0!,85883.91667,87677.25,91958.91667,100256.4167,105029.9167,111797.8333,121391.5,129416.3333
"Mount Pleasant, TX",Msa,TX,95513.75,93580.5,94024.25,97866.16667,103706.9167,107860.8333,112602.9167,117758.8333,122993.6667,127146.8333
"Paris, TN",Msa,TN,85952.5,83706.41667,83733.58333,85286.33333,88912.08333,93194.58333,99080.91667,105704.1667,112257.75,117805.3333
"Columbus, NE",Msa,NE,105416.5833,110378.0833,112778.25,118923.75,129954.3333,138860.25,146039.5833,156782.0833,166918.25,177951.5833
"Brookings, SD",Msa,SD,#DIV/0!,#DIV/0!,155266.4167,160654.5833,165296.9167,172059,180543.6667,190442.9167,197976.3333,203910.5833
"Kennett, MO",Msa,MO,61094.16667,59650.33333,58387,58724.83333,60180.16667,62231.16667,65968.16667,68391.91667,72228.33333,75132.41667
"Beeville, TX",Msa,TX,#DIV/0!,#DIV/0!,77486.25,80816.25,88215.91667,95690.08333,103087.9167,111147.4167,119107.75,124869.25
"Miami, OK",Msa,OK,58880.08333,55064,55481.58333,56309.25,57671.75,61326.16667,62300.58333,63917.66667,69797.33333,72435.91667
"Dayton, TN",Msa,TN,106428.8333,104752.5833,104322.5,105494.9167,109177.6667,114722.25,121344.5833,129728,137476.5833,144502.25
"Washington, IN",Msa,IN,#DIV/0!,#DIV/0!,101082.6667,103232.0833,106523.8333,110126.5,114315.1667,119848.5833,129099.75,137187.75
"Camden, AR",Msa,AR,44576.33333,44478.16667,45652.66667,46320,47172.83333,49469.66667,51847.33333,54117.25,56149.58333,59241
"Jackson, WY",Msa,WY,538902.8333,484446.5,495525.8333,500830,512833.0833,534601.4167,559752.5,576630.5,618433.5,669175.9167
"Hastings, NE",Msa,NE,95523.83333,94580.66667,97103.41667,100046.3333,103992.75,109559.5833,115014.25,120252.5833,128270.0833,136293.3333
"Juneau, AK",Msa,AK,317507,319275.5833,322957.75,332649,341268.3333,353948.4167,363310.25,371663.75,379906.3333,392721.3333
"Albert Lea, MN",Msa,MN,#DIV/0!,#DIV/0!,88385.33333,91342,94629.25,98062.08333,102397.6667,108723.25,114740.25,121353.6667
"Lewisburg, TN",Msa,TN,112900.5833,109779.1667,108853.5,110116.1667,113602.75,118906,126287.5,135822.0833,148845.4167,160323.5833
"Iron Mountain, MI",Msa,MI,84519,78320.33333,79053.66667,85001.33333,91126.58333,96244.83333,99510.5,105411.8333,111896.4167,117647.4167
"Lincoln, IL",Msa,IL,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,81063.41667,85991.16667,88943.66667,90270.33333,92612.16667,95061.33333
"Jesup, GA",Msa,GA,84421.91667,79696,77193.41667,81132.91667,87587,94219.08333,100805.5,106472.6667,113956.1667,119919
"Kirksville, MO",Msa,MO,#DIV/0!,#DIV/0!,88957.08333,90169.75,93143.66667,97253.33333,101188.0833,107274.75,113967.3333,119585.0833
"Alpena, MI",Msa,MI,77592.66667,75347.91667,72449.91667,80944.83333,84622.41667,88253.83333,88415.08333,91420.58333,96657.5,101444
"Silver City, NM",Msa,NM,#DIV/0!,#DIV/0!,104129.3333,108870.5,113284.5833,119056.8333,119990.4167,120148.1667,127325.5833,133227.1667
"Indianola, MS",Msa,MS,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,63360.81818
"Elkins, WV",Msa,WV,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,96594.6,98619.75,103270.75,105673.75
"Las Vegas, NM",Msa,NM,#DIV/0!,#DIV/0!,134384.6667,142705.1667,139613.1667,145608,148091.75,153538.25,156677.9167,155262.5833
"McPherson, KS",Msa,KS,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,127544.9167,131985.5833,137709.3333,142414.9167,148582.6667,155562.25
"Sheridan, WY",Msa,WY,#DIV/0!,#DIV/0!,226441.5833,230994.0833,238353,246925.9167,253003.4167,256026.5833,265495.1667,277279.5
"Washington Court House, OH",Msa,OH,96869.16667,93562.66667,92231.5,91907.16667,93404.83333,95469.16667,98053.91667,102500.5,108143.9167,115401.9167
"Bennettsville, SC",Msa,SC,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,32608.25,33973.83333,39639.66667,43969.41667,49336,51922
"Van Wert, OH",Msa,OH,75825.25,74878.5,75130.58333,75895.08333,78238.58333,82431.5,87938.41667,92459.66667,97203.66667,102624.5
"Merrill, WI",Msa,WI,114509.5833,105839.9167,104873.5,103593.75,105317.9167,109689.5833,114517,120303.4167,126566.5833,132462.1667
"Ludington, MI",Msa,MI,96022.83333,93245.5,96315.25,101555.25,109433.9167,116421.9167,120002.9167,127247.75,134928.6667,142126.75
"Middlesborough, KY",Msa,KY,43618,42954.08333,44150.5,45147.75,45499.91667,47120.5,48763.83333,51035.16667,52771.58333,54892
"Crescent City, CA",Msa,CA,163900.75,155058.9167,161441,186066.1667,209982.1667,225899,236255,248927.0833,258174.5,266158.6667
"North Vernon, IN",Msa,IN,99146,97400.25,97586.33333,98840.75,100903,104712.75,107293,112009.25,118493.4167,124907.5
"Hays, KS",Msa,KS,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,168566.5,171232.25,174662.8333
"Forrest City, AR",Msa,AR,48905.5,47568.08333,47251.5,46835.83333,46912.66667,47082.66667,46867.66667,47025.66667,47752.08333,50630.25
"Fort Morgan, CO",Msa,CO,121137.4286,119989.1667,122254.75,130182.3333,141211.1667,157628.9167,173777.8333,190423.5833,208034,222539.1667
"Mineral Wells, TX",Msa,TX,90118.08333,88573.5,90191,93972.16667,100408.4167,107126.6667,110002.9167,116136.0833,120633.3333,125346.4167
"Breckenridge, CO",Msa,CO,396663.9167,384005.5,387739.9167,397306.8333,417300.3333,435727.9167,477884.9167,532559.75,607963.0833,655161.25
"Bastrop, LA",Msa,LA,48632.25,48558.83333,49405.75,49930,51039.83333,52418.91667,52983.58333,53955.66667,54445.58333,55905.5
"Bainbridge, GA",Msa,GA,81251.75,75241.33333,73359.83333,76299.58333,81566,86537.83333,90741.08333,94190.5,98076.58333,102147.9167
"Wauchula, FL",Msa,FL,71437,69431.33333,68768.25,74255.75,82751.5,90173.75,98069.25,103788.0833,110203.1667,113597.0833
"Hailey, ID",Msa,ID,407531.6667,363065.5833,356640,362194.75,368814.0833,376888.0833,390600.3333,416174.5,456737.0833,496296.6667
"Great Bend, KS",Msa,KS,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,77691.25,79184.5
"Weatherford, OK",Msa,OK,95293.5,91519.33333,92498.33333,95864.5,102464.75,116952.4167,117662.6667,112532.8333,113082.25,114464
"Watertown, SD",Msa,SD,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,166893.25,172006.5833,181802.25,190279.4167,199276.0833
"Thomaston, GA",Msa,GA,67570.66667,62625.5,59772.75,61911.08333,65732.5,69157.33333,71915.91667,74815.08333,79470.66667,83955.16667
"Mountain Home, ID",Msa,ID,146945.75,134104.0833,133919.75,140309.0833,146968.9167,154480.4167,162740.8333,173010,186894.6667,203039
"Altus, OK",Msa,OK,54298.33333,53925.75,54611.58333,55735.5,57454.5,59326.83333,60209.91667,62027.25,63772.33333,66465
"Uvalde, TX",Msa,TX,83952.66667,83423,85233,89035.5,96535.91667,105010.4167,111667.3333,122555.75,129255.8333,134734.1667
"Lexington, NE",Msa,NE,98297.5,98307.41667,99236.91667,102176.0833,105774.1667,110914.4167,116213.8333,123916.5,131493.8333,139669.8333
"Boone, IA",Msa,IA,115347.9167,115348.4167,114652.9167,115235.75,118345.8333,121855.5833,125885.5833,131112,135508.4167,140687.6667
"Toccoa, GA",Msa,GA,91955.91667,85063.33333,81416.33333,85191.08333,90575.33333,94603,99979.66667,104867.5,111491.8333,118273.75
"Summerville, GA",Msa,GA,68199.66667,63522.75,60621.16667,62778.83333,65879.33333,68847.5,71740.66667,74689.83333,78814.5,84790.41667
"Ottawa, KS",Msa,KS,114456.9167,112201.4167,110492.75,110261.8333,112420.25,115378.4167,119492.5833,124838,131675.0833,138003
"New Ulm, MN",Msa,MN,#DIV/0!,#DIV/0!,110257.9167,115806.0833,122221,127137.6667,133365.1667,141963.5833,150517.8333,158076.3333
"Marshall, MN",Msa,MN,#DIV/0!,110789.25,112391.5833,116213.5833,121518.25,125700.0833,131273.75,137492.8333,144565.4167,150968.25
"La Grande, OR",Msa,OR,124953.5833,118726,118967.4167,127246.3333,138206.75,151448.8333,167203.1667,181127.75,190121.9167,197139.5
"Greensburg, IN",Msa,IN,#DIV/0!,#DIV/0!,111106.6667,113371.8333,116892,121928.4167,127069.8333,133583.0833,142718.75,151032
"Mexico, MO",Msa,MO,81395.16667,78534.33333,77032.08333,77441.08333,79130.75,81919.83333,85684.83333,89627.5,93586.33333,98089.58333
"Moberly, MO",Msa,MO,#DIV/0!,#DIV/0!,74778.25,74581.91667,77189.33333,79307.08333,82336.91667,85897.83333,89624.66667,93749.75
"The Dalles, OR",Msa,OR,168624.3333,155433.3333,153560.6667,157873.5833,170305.3333,184927.0833,205016.5,218341.75,232818.9167,245663.5
"Deming, NM",Msa,NM,#DIV/0!,#DIV/0!,112426.0833,112665.5,105277.8333,102643.1667,98367.25,99284.33333,101022.5,106806.8333
"Fallon, NV",Msa,NV,123992.3333,109465.4167,108822.3333,127627.8333,148377.4167,165127.6667,182223.25,200796.6667,228271.75,244680.25
"Fredericksburg, TX",Msa,TX,239549.3333,236770.5833,238780,249520.1667,267404.9167,285922.4167,305492.4167,328463.4167,352682.25,366402.9167
"Magnolia, AR",Msa,AR,66336.83333,64742.58333,67964.16667,72983.83333,74076.75,75501.08333,77159.58333,80157.08333,84915.75,87854.33333
"Campbellsville, KY",Msa,KY,88273.41667,86018.75,86407.91667,86999.83333,88632.91667,91327.08333,95058.66667,99421.25,104095.8333,108265.4167
"Connersville, IN",Msa,IN,65485.25,64930.75,64947.25,65921.83333,68597,70468,70950.75,71010.75,76013.41667,81610.08333
"Dickinson, ND",Msa,ND,151862.1667,161442.3333,176151.5833,199832.6667,227513.8333,246462.4167,256584.8333,261034.4167,260593.25,264609.5
"Spearfish, SD",Msa,SD,#DIV/0!,#DIV/0!,185550.375,194089.75,198393.9167,206380.5833,215430.5833,226352.9167,235668.8333,246699.6667
"Heber, UT",Msa,UT,309246.6667,293480.75,296585,318414.3333,336291.5833,360368.5,384660.9167,416102.5833,457442.1667,494148.25
"Steamboat Springs, CO",Msa,CO,405154.25,391595.5833,393076.25,409094.25,434210.4167,470750.5,504906.9167,522828.1667,549356.9167,574411.5833
"Cordele, GA",Msa,GA,75582.16667,70962.5,68941.33333,73402,78519.66667,83362.75,88208,91930.83333,97504.16667,102408
"Marshall, MO",Msa,MO,#DIV/0!,#DIV/0!,76381.25,76162.58333,78250.33333,84162.41667,85329.58333,91288.83333,97043.66667,98401.33333
"Maryville, MO",Msa,MO,#DIV/0!,#DIV/0!,101396,102990.4167,106596.3333,112039,118560.9167,125536.75,134987.75,142614.5
"Arkadelphia, AR",Msa,AR,76642.66667,76052.83333,76150.58333,77787.58333,77788.33333,78865,80446,83851.25,89233.91667,93889.33333
"Liberal, KS",Msa,KS,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,118828,120087.75
"Levelland, TX",Msa,TX,77745.25,76630.08333,77409.75,81367.66667,87255.25,93794.08333,99690.5,105972.8333,111677.1667,115908.5833
"Wahpeton, ND",Msa,ND,82208.91667,87462.5,95548.5,104853.8333,110108,119773.6667,124590.4167,127536.5,132921.6667,138559.1667
"Mitchell, SD",Msa,SD,#DIV/0!,#DIV/0!,120486.5833,125515.3333,128281.3333,133013.1667,140169.3333,146500,154211.75,162053.75
"Sterling, CO",Msa,CO,102614,98900.66667,100734.0833,107127.9167,116373.0833,128178.4167,140279.25,151188.0833,161560.3333,168538.0833
"Pampa, TX",Msa,TX,65451.91667,64819.08333,66937.16667,70384.33333,75654.58333,81023,86793.33333,90373,93710.33333,95803.91667
"Yankton, SD",Msa,SD,128374.9167,128286.25,129763.5833,135343.6667,140656.5,147304.75,155321.25,165857.75,171183.5833,177501.25
"Williston, ND",Msa,ND,141251.75,146363.5833,164634.4167,192720.1667,219702.25,246413.1667,261209.8333,254575,253199.25,262211.4167
"Oskaloosa, IA",Msa,IA,101893.75,101289,101669.5,98279.58333,100245.4167,103752.9167,107440.4167,111234.0833,114643.9167,117348.75
"Brookings, OR",Msa,OR,266885.5833,249146.6667,245071.3333,256746.75,267905.9167,278736,292515.1667,304816,318945.0833,332813.9167
"Hood River, OR",Msa,OR,270867.3333,259543.4167,258590.5,278134.0833,303310.6667,330837.6667,364978.1667,399257.25,426729.9167,451034.4167
"Beatrice, NE",Msa,NE,81754,80898.83333,81778.58333,83488.83333,85298,88981.58333,91982,97033.16667,101788.75,106216.0833
"Borger, TX",Msa,TX,53854.66667,52843.25,53413.08333,55540.33333,58575.66667,61942.5,65223.41667,68522.41667,70774.66667,72441.66667
"Raymondville, TX",Msa,TX,#DIV/0!,#DIV/0!,50262.4,52253.83333,55845,60986.25,62344.58333,66220.41667,71296.25,72630.91667
"Elk City, OK",Msa,OK,80759.83333,78871.58333,80827.83333,83641,84712.75,87928.91667,91200,94764.66667,98623.33333,109843.25
"Grenada, MS",Msa,MS,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Dumas, TX",Msa,TX,#DIV/0!,#DIV/0!,77305.33333,85768.66667,87937.66667,94435.08333,102760.25,111317.3333,118961.8333,126053.4167
"Helena, AR",Msa,AR,#DIV/0!,#DIV/0!,#DIV/0!,28817.66667,28557,28651.16667,30947.75,32539.08333,31314.66667,30229.33333
"Parsons, KS",Msa,KS,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Price, UT",Msa,UT,99456.83333,96122.66667,98450.33333,105957.5,112631.75,118938.6667,126033.1667,135431.3333,145562.75,153386.25
"Port Lavaca, TX",Msa,TX,97293.58333,96950.25,97618.08333,101826.1667,108645,114813.25,121530.5833,128618.8333,135388.25,141636.75
"Worthington, MN",Msa,MN,#DIV/0!,#DIV/0!,#DIV/0!,100386,102201,106343.8333,112386.4167,118354.5833,126358.0833,132589.0833
"Pierre, SD",Msa,SD,151907.5,153048.4167,155721.0833,162106.4167,165892.3333,171906.4167,179840.0833,190776.75,200536.6667,209822.5
"Evanston, WY",Msa,WY,168489.5,169856.5833,173108.6667,176717.0833,182242.8333,188456.25,191986.9167,193599.5,198080.75,204035.5
"Jamestown, ND",Msa,ND,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,158945.9167,165018.6667,168150.5,172923.5833
"Prineville, OR",Msa,OR,190404.8333,176336.6667,172395.25,181275.5,193419.0833,206989.25,221573,236824.8333,254382,270641.1667
"Guymon, OK",Msa,OK,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,100606.7273
"Storm Lake, IA",Msa,IA,91984.25,92438.16667,92877.25,92462.41667,98019.83333,102256.1667,107011.4167,112281.1667,117960.75,121440.1667
"Woodward, OK",Msa,OK,79442.08333,77958.25,80798.41667,81800.5,82763.33333,89668.25,92418.41667,96967.66667,101473,106097.6667
"Portales, NM",Msa,NM,73351.08333,71921,73533,76323.33333,79030.58333,80735.75,84519.91667,90688.25,94286,99711.66667
"Hereford, TX",Msa,TX,#DIV/0!,#DIV/0!,52613.5,56631.66667,62153.83333,68236.08333,73644.66667,80775,86435.16667,92195
"Othello, WA",Msa,WA,110049,105023,105747.3333,112757.9167,121902.5,133412.6667,149119.4167,166969.8333,182237.6667,192008.8333
"Los Alamos, NM",Msa,NM,305273.5,284257.8333,271082.8333,262170.75,259179.5,259991.0833,262694,270459.3333,282857.75,302936.9167
"Fitzgerald, GA",Msa,GA,59440.83333,55876.75,53682.66667,56309.33333,60200.33333,64103.16667,68539.66667,72154.91667,76175.08333,79844.75
"Maysville, KY",Msa,KY,77782.75,76470.16667,76954.58333,77525.83333,78440,80679.83333,81525.33333,84743.75,89104.41667,93702.25
"Atchison, KS",Msa,KS,#DIV/0!,#DIV/0!,75292.83333,75398.91667,76994.66667,79726.91667,83129.58333,86889.58333,91135.16667,92551.25
"Snyder, TX",Msa,TX,59397.5,59320.91667,60827.5,64071.33333,69336.41667,74619.91667,81853.25,88737.41667,94621.83333,98858
"Fairfield, IA",Msa,IA,95080,95518.75,98002.91667,98100.41667,101085.1667,105571.8333,109989.4167,115577.9167,119800.4167,123399.3333
"Spencer, IA",Msa,IA,99030.08333,99196.66667,100685.3333,107041.9167,109644.75,113197.8333,114923.1667,119302.4167,123445.0833,127265.6667
"Spirit Lake, IA",Msa,IA,183901.4167,187140.5833,189674.5833,193863.75,197536.4167,204090.6667,212336.1667,220450.4167,229098,237944.3333
"Vineyard Haven, MA",Msa,MA,618153.75,615214.0833,621835.1667,640115,669114,693665.6667,725530.5,768244.6667,807747,842075.5
"Winnemucca, NV",Msa,NV,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,196043.3333,206341.6667,218484.3333,239482.5,246885.6667
"Sweetwater, TX",Msa,TX,50864.83333,50307.83333,50905.41667,53461.16667,57594,62052.91667,65949.08333,70869.66667,75503.08333,78293.83333
"Andrews, TX",Msa,TX,89992.08333,90686,94584.16667,100347.9167,107725.8333,118378.8333,131615.0833,145533.1667,157683.5,167258.75
"Zapata, TX",Msa,TX,59323.16667,58118.25,62526.66667,65454.83333,70483.58333,76859,81711.08333,87445.08333,90124.16667,94255.91667
"Vermillion, SD",Msa,SD,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,160225.4286,167383.1667,175584.5833
"Lamesa, TX",Msa,TX,#DIV/0!,44336.11111,45656.16667,48494.25,52629.91667,56073.83333,59964.25,65078.91667,69300.83333,74059.16667
"Craig, CO",Msa,CO,149142.5,146735.9167,149944.25,158055.0833,169945.0833,187329.75,202935.1667,208364,205054.25,203766.5
"Pecos, TX",Msa,TX,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,125414
"Vernon, TX",Msa,TX,48341.66667,47762.91667,48582.16667,50711.75,53973.41667,57224.83333,60535,64126.5,66960.91667,68348.91667
"Ketchikan, AK",Msa,AK,256703.6667,254140.1667,256022.9167,263294.3333,270075.5,279409.3333,285864.1667,290083.8333,294474.0833,304834.1667
